codigo,observador,fecha,año,tiempo inicio,tiempo final,tiempo total,epoca,no.buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),Longitud (W),temperatura (°F),temperatura (°C),visibilidad (m),Direccion,especie,abundancia total,Distancia,Abundancia NO extrapolada,Observaciones
INPUPI-310713-EL-1-1-INV,Elba Lopez,7/31/13,2013,11:04,11:10,0:06,2,1,1,1,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,64.4,18,6,330,caracol undosa,6,,,
INPUPI-310713-EL-1-1-INV,Elba Lopez,7/30/13,2013,11:04,11:10,0:06,2,1,1,1,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,64.4,18,6,330,arbolito café/dorado,1,,,
INPUPI-310713-EL-2-2-INV,Elba Lopez,7/31/13,2013,1:28,1:35,0:07,2,2,2,2,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,64.4,18,6,300,langosta,3,,,
INPUPI-310713-EL-2-2-INV,Elba Lopez,7/31/13,2013,1:28,1:35,0:07,2,2,2,2,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,64.4,18,6,300,caracol undosa,4,,,
INPUPI-310713-EL-2-2-INV,Elba Lopez,7/31/13,2013,1:28,1:35,0:07,2,2,2,2,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,64.4,18,6,300,caracol tornillo,5,,,
INPUPI-310713-EA-1-3-INV,Esmeralda Albañez,7/31/13,2013,1:16,1:23,0:07,2,1,3,3,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,32.34,9.8,32.34,9.8,32.34,9.8,32.34,9.8,27.88853,-115.19297,66.2,19,6,280,caracol undosa,11,,,
INPUPI-310713-ML-1-4-INV,Mitzi leal,7/31/13,2013,1:27,1:32,0:05,2,1,4,4,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,31.02,9.4,28.71,8.7,31.02,9.4,29.865,9.05,27.88853,-115.19287,64.4,18,6,130,langosta,3,,,
INPUPI-310713-ML-1-4-INV,Mitzi leal,7/31/13,2013,1:27,1:32,0:05,2,1,4,4,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,31.02,9.4,28.71,8.7,31.02,9.4,29.865,9.05,27.88853,-115.19287,64.4,18,6,130,caracol undosa,8,,,
INPUPI-310713-ML-1-4-INV,Mitzi leal,7/31/13,2013,1:27,1:32,0:05,2,1,4,4,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,31.02,9.4,28.71,8.7,31.02,9.4,29.865,9.05,27.88853,-115.19287,64.4,18,6,130,caracol turbanico,32,,,
INPUPI-310713-ML-1-4-INV,Mitzi leal,7/31/13,2013,1:27,1:32,0:05,2,1,4,4,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,31.02,9.4,28.71,8.7,31.02,9.4,29.865,9.05,27.88853,-115.19287,64.4,18,6,130,erizo espinudo,3,,,
INPUPI-310713-AM-1-5-INV,Alonso Murillo,7/31/13,2013,10:30,10:34,0:04,2,1,5,5,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,46.2,14,46.2,14,46.2,14,46.2,14,27.89078,-115.19325,64.4,18,14,300,caracol undosa,16,,,
INPUPI-310713-AM-1-5-INV,Alonso Murillo,7/31/13,2013,10:30,10:34,0:04,2,1,5,5,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,46.2,14,46.2,14,46.2,14,46.2,14,27.89078,-115.19325,64.4,18,14,300,caracol undosa,1,,,
INPUPI-310713-AM-1-5-INV,Alonso Murillo,7/31/13,2013,10:30,10:34,0:04,2,1,5,5,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,46.2,14,46.2,14,46.2,14,46.2,14,27.89078,-115.19325,64.4,18,14,300,caracol undosa,2,,,
INPUPI-310713-AM-1-5-INV,Alonso Murillo,7/31/13,2013,10:30,10:34,0:04,2,1,5,5,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,46.2,14,46.2,14,46.2,14,46.2,14,27.89078,-115.19325,64.4,18,14,300,caracol undosa,5,,,
INPUPI-310713-AM-2-6-INV,Alonso Murillo,7/31/13,2013,1:07,1:10,0:03,2,2,6,6,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,49.5,15,49.5,15,49.5,15,49.5,15,27.89066,-115.19325,64.4,18,14,240,langosta,3,,,
INPUPI-310713-AM-2-6-INV,Alonso Murillo,7/31/13,2013,1:07,1:10,0:03,2,2,6,6,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,49.5,15,49.5,15,49.5,15,49.5,15,27.89066,-115.19325,64.4,18,14,240,caracol undosa,16,,
INPUPI-310713-AM-2-6-INV,Alonso Murillo,7/31/13,2013,1:07,1:10,0:03,2,2,6,6,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,49.5,15,49.5,15,49.5,15,49.5,15,27.89066,-115.19325,64.4,18,14,240,caracol turbanico,1,,
INPUPI-310713-AM-2-6-INV,Alonso Murillo,7/31/13,2013,1:07,1:10,0:03,2,2,6,6,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,49.5,15,49.5,15,49.5,15,49.5,15,27.89066,-115.19325,64.4,18,14,240,erizo espinudo,2,,
INPUPI-310713-AZ-1-7-INV,Alberto Zuñiga,7/31/13,2013,9:09,9:18,0:09,2,1,7,7,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,43.56,13.2,42.9,13,43.56,13.2,43.23,13.1,27.89078,-115.19325,64.4,18,14,n/d,abulon amarillo,1,,
INPUPI-310713-AZ-1-7-INV,Alberto Zuñiga,7/31/13,2013,9:09,9:18,0:09,2,1,7,7,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,43.56,13.2,42.9,13,43.56,13.2,43.23,13.1,27.89078,-115.19325,64.4,18,14,n/d,langosta,7,,
INPUPI-310713-AZ-1-7-INV,Alberto Zuñiga,7/31/13,2013,9:09,9:18,0:09,2,1,7,7,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,43.56,13.2,42.9,13,43.56,13.2,43.23,13.1,27.89078,-115.19325,64.4,18,14,n/d,caracol undosa,75,20,50
INPUPI-310713-AZ-1-7-INV,Alberto Zuñiga,7/31/13,2013,9:09,9:18,0:09,2,1,7,7,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,43.56,13.2,42.9,13,43.56,13.2,43.23,13.1,27.89078,-115.19325,64.4,18,14,n/d,caracol turbanico,25,,
INPUPI-310713-AZ-1-7-INV,Alberto Zuñiga,7/31/13,2013,9:09,9:18,0:09,2,1,7,7,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,43.56,13.2,42.9,13,43.56,13.2,43.23,13.1,27.89078,-115.19325,64.4,18,14,n/d,arbolito café/dorado,1,,
INPUPI-310713-AZ-1-7-INV,Alberto Zuñiga,7/31/13,2013,9:09,9:18,0:09,2,1,7,7,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,43.56,13.2,42.9,13,43.56,13.2,43.23,13.1,27.89078,-115.19325,64.4,18,14,n/d,erizo espinudo,15,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,pepino,2,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,caracol undosa,25,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,caracol turbanico,5,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,lapa china,3,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,almeja de roca,2,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,arbolito café/dorado,1,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,arbolitos,1,,
INPUPI-310713-AZ-2-8-INV,Alberto Zuñiga,7/31/13,2013,1:10,1:17,0:07,2,2,8,8,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.87,13.9,48.18,14.6,48.18,14.6,47.025,14.25,27.89066,-115.19325,64.4,18,14,n/d,erizo espinudo,12
INPUPI-310713-JC-1-9-INV,Jhonatan Castro,7/31/13,2013,10:09,10:16,0:07,2,1,9,9,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.75,17.5,56.76,17.2,57.75,17.5,57.255,17.35,27.89072,-115.18828,66.2,19,8,300,caracol undosa,33
INPUPI-310713-JC-1-9-INV,Jhonatan Castro,7/31/13,2013,10:09,10:16,0:07,2,1,9,9,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.75,17.5,56.76,17.2,57.75,17.5,57.255,17.35,27.89072,-115.18828,66.2,19,8,300,caracol undosa,7
INPUPI-310713-JC-1-9-INV,Jhonatan Castro,7/31/13,2013,10:09,10:16,0:07,2,1,9,9,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.75,17.5,56.76,17.2,57.75,17.5,57.255,17.35,27.89072,-115.18828,66.2,19,8,300,caracol undosa,9
INPUPI-310713-JC-1-9-INV,Jhonatan Castro,7/31/13,2013,10:09,10:16,0:07,2,1,9,9,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.75,17.5,56.76,17.2,57.75,17.5,57.255,17.35,27.89072,-115.18828,66.2,19,8,300,caracol undosa,4
INPUPI-310713-JC-1-9-INV,Jhonatan Castro,7/31/13,2013,10:09,10:16,0:07,2,1,9,9,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.75,17.5,56.76,17.2,57.75,17.5,57.255,17.35,27.89072,-115.18828,66.2,19,8,300,caracol undosa,6
INPUPI-310713-JC-1-9-INV,Jhonatan Castro,7/31/13,2013,10:09,10:16,0:07,2,1,9,9,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.75,17.5,56.76,17.2,57.75,17.5,57.255,17.35,27.89072,-115.18828,66.2,19,8,300,caracol undosa,19
INPUPI-310713-JC-2-10-INV,Jhonatan Castro,7/31/13,2013,1:11,1:17,0:06,2,2,10,10,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,74.25,22.5,72.93,22.1,74.25,22.5,73.59,22.3,27.89254,-115.18694,66.2,19,8,330,pepino,1
INPUPI-310713-JC-2-10-INV,Jhonatan Castro,7/31/13,2013,1:11,1:17,0:06,2,2,10,10,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,74.25,22.5,72.93,22.1,74.25,22.5,73.59,22.3,27.89254,-115.18694,66.2,19,8,330,caracol undosa,7
INPUPI-310713-JC-2-10-INV,Jhonatan Castro,7/31/13,2013,1:11,1:17,0:06,2,2,10,10,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,74.25,22.5,72.93,22.1,74.25,22.5,73.59,22.3,27.89254,-115.18694,66.2,19,8,330,caracol turbanico,1
INPUPI-310713-JC-2-10-INV,Jhonatan Castro,7/31/13,2013,1:11,1:17,0:06,2,2,10,10,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,74.25,22.5,72.93,22.1,74.25,22.5,73.59,22.3,27.89254,-115.18694,66.2,19,8,330,arbolito café/dorado,8
INPUPI-310713-JC-2-10-INV,Jhonatan Castro,7/31/13,2013,1:11,1:17,0:06,2,2,10,10,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,74.25,22.5,72.93,22.1,74.25,22.5,73.59,22.3,27.89254,-115.18694,66.2,19,8,330,arbolitos rojo,3
INPUPI-310713-JC-2-10-INV,Jhonatan Castro,7/31/13,2013,1:11,1:17,0:06,2,2,10,10,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,74.25,22.5,72.93,22.1,74.25,22.5,73.59,22.3,27.89254,-115.18694,66.2,19,8,330,arbolitos,4
INPUPI-310713-JC-2-10-INV,Jhonatan Castro,7/31/13,2013,1:11,1:17,0:06,2,2,10,10,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,74.25,22.5,72.93,22.1,74.25,22.5,73.59,22.3,27.89254,-115.18694,66.2,19,8,330,erizo espinudo,7
INPUPI-310713-AH-1-11-INV,Arturo Hernandez,7/31/13,2013,10:35,10:42,0:07,2,1,11,11,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.76,17.2,56.1,17,56.76,17.2,56.43,17.1,27.89072,-115.18883,64.4,18,10,120,pepino,1
INPUPI-310713-AH-1-11-INV,Arturo Hernandez,7/31/13,2013,10:35,10:42,0:07,2,1,11,11,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.76,17.2,56.1,17,56.76,17.2,56.43,17.1,27.89072,-115.18883,64.4,18,10,120,caracol undosa,13
INPUPI-310713-AH-1-11-INV,Arturo Hernandez,7/31/13,2013,10:35,10:42,0:07,2,1,11,11,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.76,17.2,56.1,17,56.76,17.2,56.43,17.1,27.89072,-115.18883,64.4,18,10,120,caracol turbanico,3
INPUPI-310713-AH-1-11-INV,Arturo Hernandez,7/31/13,2013,10:35,10:42,0:07,2,1,11,11,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.76,17.2,56.1,17,56.76,17.2,56.43,17.1,27.89072,-115.18883,64.4,18,10,120,arbolito café/dorado,2
INPUPI-310713-AH-1-11-INV,Arturo Hernandez,7/31/13,2013,10:35,10:42,0:07,2,1,11,11,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.76,17.2,56.1,17,56.76,17.2,56.43,17.1,27.89072,-115.18883,64.4,18,10,120,arbolitos,5
INPUPI-310713-AH-1-11-INV,Arturo Hernandez,7/31/13,2013,10:35,10:42,0:07,2,1,11,11,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.76,17.2,56.1,17,56.76,17.2,56.43,17.1,27.89072,-115.18883,64.4,18,10,120,erizo espinudo,27
INPUPI-310713-AH-2-12-INV,Arturo Hernandez,7/31/13,2013,0:58,1:06,0:08,2,2,12,12,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,66.33,20.1,74.91,22.7,74.91,22.7,70.62,21.4,27.89254,-115.18694,64.4,18,10,120,abulon amarillo,2
INPUPI-310713-AH-2-12-INV,Arturo Hernandez,7/31/13,2013,0:58,1:06,0:08,2,2,12,12,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,66.33,20.1,74.91,22.7,74.91,22.7,70.62,21.4,27.89254,-115.18694,64.4,18,10,120,caracol undosa,10
INPUPI-310713-AH-2-12-INV,Arturo Hernandez,7/31/13,2013,0:58,1:06,0:08,2,2,12,12,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,66.33,20.1,74.91,22.7,74.91,22.7,70.62,21.4,27.89254,-115.18694,64.4,18,10,120,caracol turbanico,4
INPUPI-310713-AH-2-12-INV,Arturo Hernandez,7/31/13,2013,0:58,1:06,0:08,2,2,12,12,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,66.33,20.1,74.91,22.7,74.91,22.7,70.62,21.4,27.89254,-115.18694,64.4,18,10,120,almeja de roca,7
INPUPI-310713-AH-2-12-INV,Arturo Hernandez,7/31/13,2013,0:58,1:06,0:08,2,2,12,12,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,66.33,20.1,74.91,22.7,74.91,22.7,70.62,21.4,27.89254,-115.18694,64.4,18,10,120,arbolito café/dorado,5
INPUPI-310713-AH-2-12-INV,Arturo Hernandez,7/31/13,2013,0:58,1:06,0:08,2,2,12,12,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,66.33,20.1,74.91,22.7,74.91,22.7,70.62,21.4,27.89254,-115.18694,64.4,18,10,120,arbolitos,15
INPUPI-310713-AH-2-12-INV,Arturo Hernandez,7/31/13,2013,0:58,1:06,0:08,2,2,12,12,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,66.33,20.1,74.91,22.7,74.91,22.7,70.62,21.4,27.89254,-115.18694,64.4,18,10,120,erizo espinudo,8
INPUPI-310713-AP-1-13-INV,Antonio Pantoja,7/31/13,2013,9:13,9:20,0:07,2,1,13,13,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,34.98,10.6,26.4,8,34.98,10.6,31,9.3,27.88756,-115.19189,64.4,18,8,270,langosta,7
INPUPI-310713-AP-1-13-INV,Antonio Pantoja,7/31/13,2013,9:13,9:20,0:07,2,1,13,13,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,34.98,10.6,26.4,8,34.98,10.6,31,9.3,27.88756,-115.19189,64.4,18,8,270,caracol undosa,2
INPUPI-310713-AP-1-13-INV,Antonio Pantoja,7/31/13,2013,9:13,9:20,0:07,2,1,13,13,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,34.98,10.6,26.4,8,34.98,10.6,31,9.3,27.88756,-115.19189,64.4,18,8,270,caracol turbanico,13
INPUPI-310713-AP-1-13-INV,Antonio Pantoja,7/31/13,2013,9:13,9:20,0:07,2,1,13,13,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,34.98,10.6,26.4,8,34.98,10.6,31,9.3,27.88756,-115.19189,64.4,18,8,270,lapa china,1
INPUPI-310713-AP-1-13-INV,Antonio Pantoja,7/31/13,2013,9:13,9:20,0:07,2,1,13,13,punta prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,34.98,10.6,26.4,8,34.98,10.6,31,9.3,27.88756,-115.19189,64.4,18,8,270,erizo espinudo,3
