codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,Busqueda,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),Prof X  (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,Parche,talla,Abundancia,Tiempo,Tipo de Censo,CORRECCION DE TALLAS (cm),PESO (gr),FECUNDIDAD (millones de huevos),FECUNDIDAD CORREGIDA (inmaduros=0),Condici—n
INPUPI-310713-RV-1-1-AB,Roberto Vazquez,7/31/13,2013,10:30,10:59,0:29,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.1,17.3,60.7,18.4,60.7,18.4,58.9,17.9,27.89072,-115.18828,57.2,14,10,330,Azul,N/A,,,,,1,N/A,1.8,0,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.8828,-115.19211,66.2,19,7,120,Azul,1,23,1,16,,17,N/A,2.3,3,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.8828,-115.19211,66.2,19,7,120,Azul,2,21,1,28,,16,N/A,2.5,2.5,
INPUPI-310713-JF-1-3-AB,Jesus Flores,7/31/13,2013,10:01,10:24,0:23,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.89102,-115.18842,71.6,22,7,90,Azul,N/A,,,,,1,N/A,0,0,
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.88756,-115.19189,66.2,19,6,120,Azul,1,18,1,12,,14,N/A,0,1.8,
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.88756,-115.19189,66.2,19,6,120,Azul,2,20,2,23,,15,N/A,0,2.3,
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.88756,-115.19189,66.2,19,6,120,Azul,2,21,1,23,,16,N/A,0,2.5,
INPUPI-310713-CB-1-5-AB,Charly Boch,7/31/13,2013,10:15,10:45,0:30,2,1,5,5,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.88756,-115.19189,66.2,19,4,180,Azul,1,23,1,20,,2,N/A,0,0,
INPUPI-310713-CB-2-6-AB,Charly Boch,7/31/13,2013,12:12,12:35,0:23,2,2,6,6,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.89102,-115.18842,66.2,19,6,55,Azul,N/A,0,0,0,,,N/A,0,0,
INPUPI-010813-CB-3-7-AB,Charly Boch,8/1/13,2013,9:51,10:21,0:30,2,3,7,7,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.8879,-115.1925,66.2,19,8,110,Azul,N/A,0,0,0,,,N/A,0,0,
INPUPI-010813-CB-4-8-AB,Charly Boch,8/1/13,2013,11:18,11:48,0:30,2,4,8,8,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,37.3,11.3,56.1,17,46.7,14.2,27.88686,-115.19528,66.2,19,3,290,Azul,1,18,1,11,,,,0,0,
INLAGU-010813-RV-3-1-AB,Roberto Vazquez,8/1/13,2013,10:00,10:34,0:34,2,3,1,1,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,64.4,19.5,66.3,20.1,66.3,20.1,65.3,19.8,27.8855,-115.1685,64.4,18,12,120,Azul,N/A,0,0,0,,,,0,0,
INLAGU-010813-RV-4-2-AB,Roberto Vazquez,8/1/13,2013,11:56,12:35,0:39,2,4,2,2,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,50.2,15.2,54.1,16.4,54.1,16.4,52.1,15.8,27.8855,-115.1787,64.4,18,10,270,Azul,N/A,0,0,0,,,,,,
INLAGU-010813-JF-3-3-AB,Jesus Flores,8/1/13,2013,10:01,10:30,0:29,2,3,3,3,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,62.7,19,58.1,17.6,62.7,19,60.4,18.3,27.88626,-115.18242,64.4,18,10,30,Azul,N/A,0,0,0,,,,,,
INLAGU-010813-JF-4-4-AB,Jesus Flores,8/1/13,2013,11:01,11:31,0:30,2,4,4,4,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,49.5,15,51.8,15.7,51.8,15.7,50.7,15.35,27.88266,-115.17609,66.2,19,13,120,Azul,N/A,0,0,0,,,,,,
INLAGU-020813-RV-5-5-AB,Roberto Vazquez,8/2/13,2013,9:54,10:32,0:38,2,5,5,5,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,34.3,10.4,35.6,10.8,35.6,10.8,35,10.6,27.87537,-115.16745,64.4,18,10,300,Azul,N/A,0,0,0
INLAGU-020813-JF-5-6-AB,Jesus Flores,8/2/13,2013,9:01,9:43,0:42,2,5,6,6,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,28.7,8.7,30.4,9.2,30.4,9.2,29.5,8.95,27.87715,-115.17063,66.2,19,8,240,Azul,1,25,1,31
INLAGU-020813-CB-5-7-AB,Charly Boch,8/2/13,2013,9:41,10:11,0:30,2,5,7,7,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,21.5,6.5,21.5,6.5,21.5,6.5,21.5,6.5,27.8799,-115.17547,64.4,18,6,330,Azul,1,23,1,14
INLAPL-020813-RV-6-1-AB,Roberto Vazquez,8/2/13,2013,11:55,12:30,0:35,2,6,1,1,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,22.8,6.9,23.8,7.2,23.8,7.2,23.3,7.05,27.84865,-115.16414,60.8,16,7,90,Azul,1,16,1,11
INLAPL-020813-RV-6-1-AB,Roberto Vazquez,8/2/13,2013,11:55,12:30,0:35,2,6,1,1,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,22.8,6.9,23.8,7.2,23.8,7.2,23.3,7.05,27.84865,-115.16414,60.8,16,7,90,Azul,1,24,1,11
INLAPL-020813-RV-6-1-AB,Roberto Vazquez,8/2/13,2013,11:55,12:30,0:35,2,6,1,1,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,22.8,6.9,23.8,7.2,23.8,7.2,23.3,7.05,27.84865,-115.16414,60.8,16,7,90,Azul,2,25,1,17
INLAPL-020813-RV-6-1-AB,Roberto Vazquez,8/2/13,2013,11:55,12:30,0:35,2,6,1,1,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,22.8,6.9,23.8,7.2,23.8,7.2,23.3,7.05,27.84865,-115.16414,60.8,16,7,90,Azul,2,27,1,17
INLAPL-020813-RV-6-1-AB,Roberto Vazquez,8/2/13,2013,11:55,12:30,0:35,2,6,1,1,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,22.8,6.9,23.8,7.2,23.8,7.2,23.3,7.05,27.84865,-115.16414,60.8,16,7,90,Azul,3,25,1,22
INLAPL-020813-JF-6-2-AB,Jesus Flores,8/2/13,2013,11:01,11:47,0:46,2,6,2,2,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,27.4,8.3,16.5,5,27.4,8.3,21.9,6.65,27.84769,-115.16452,60.8,16,7,0,Azul,1,24,1,18
INLAPL-020813-JF-6-2-AB,Jesus Flores,8/2/13,2013,11:01,11:47,0:46,2,6,2,2,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,27.4,8.3,16.5,5,27.4,8.3,21.9,6.65,27.84769,-115.16452,60.8,16,7,0,Azul,1,23,1,23
INLAPL-020813-JF-6-2-AB,Jesus Flores,8/2/13,2013,11:01,11:47,0:46,2,6,2,2,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,27.4,8.3,16.5,5,27.4,8.3,21.9,6.65,27.84769,-115.16452,60.8,16,7,0,Azul,1,20,2,25
INLAPL-020813-JF-6-2-AB,Jesus Flores,8/2/13,2013,11:01,11:47,0:46,2,6,2,2,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,27.4,8.3,16.5,5,27.4,8.3,21.9,6.65,27.84769,-115.16452,60.8,16,7,0,Azul,1,25,1,25
INLAPL-020813-JF-6-2-AB,Jesus Flores,8/2/13,2013,11:01,11:47,0:46,2,6,2,2,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,27.4,8.3,16.5,5,27.4,8.3,21.9,6.65,27.84769,-115.16452,60.8,16,7,0,Azul,1,19,1,40
INLAPL-020813-JF-6-2-AB,Jesus Flores,8/2/13,2013,11:01,11:47,0:46,2,6,2,2,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,27.4,8.3,16.5,5,27.4,8.3,21.9,6.65,27.84769,-115.16452,60.8,16,7,0,Azul,1,21,1,41
INLAPL-020813-CB-6-3-AB,Charly Boch,8/2/13,2013,11:30,12:00,0:30,2,6,3,3,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,41.3,12.5,41.3,12.5,41.3,12.5,41.3,12.5,27.84629,-115.16179,60.8,16,7,300,Azul,N/A,0,0,0
INLAPL-040813-RV-7-4-AB,Roberto Vazquez,8/4/13,2013,9:49,10:25,0:36,2,7,4,4,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,16.5,5,8.25,2.5,16.5,5,12.375,3.75,27.84963,-115.16458,57.2,14,6,90,Azul,1,24,1,3
INLAPL-040813-RV-7-4-AB,Roberto Vazquez,8/4/13,2013,9:49,10:25,0:36,2,7,4,4,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,16.5,5,8.25,2.5,16.5,5,12.375,3.75,27.84963,-115.16458,57.2,14,6,90,Azul,2,22,1,5
