codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,Busqueda,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),Prof X  (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,Parche,talla,Abundancia,Tiempo,Tipo de Censo,CORRECCION DE TALLAS (cm),PESO (gr),FECUNDIDAD (millones de huevos),FECUNDIDAD CORREGIDA (inmaduros=0),Condici—n
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,51.48,15.6,56.1,17,56.1,17,53.79,16.3,24.65307,112.18046,77.6,24,-,-,Amarillo,1,8,1,11,,7,n/a,0.4,0.4,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,1,12,1,11,,10,n/a,0.8,0.8,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,2,8,1,22,,7,n/a,0.4,0.4,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,2,10,1,22,,8,n/a,0.6,0.6,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,2,18,1,22,,14,n/a,1.8,1.8,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,3,13,1,29,,10,n/a,1,1,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,4,8,1,30,,7,n/a,0.4,0.4,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,5,12,1,31,,10,n/a,0.8,0.8,
PUBL-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,10:01,10:33,0:32,2,1,1,1,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,59.4,18,46.2,14,59.4,18,52.8,16,24.65307,112.18046,77.6,24,-,-,Amarillo,5,15,1,31,,12,n/a,1.3,1.3,
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,1,15,1,8,,12,n/a,1.3,1.3,
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,1,19,1,8,,15,n/a,2,2,
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,2,13,1,9,,10,n/a,1,1,
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,3,16,1,9,,13,n/a,1.4,1.4,
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,4,13,1,15,,10,n/a,1,1,
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,5,15,1,18,,12,n/a,1.3,1.3,
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,6,13,1,30,,10,n/a,1,1
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,7,13,1,31,,10,n/a,1,1
PUBL-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,10:02,10:42,0:40,2,1,2,2,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,49.5,15,49.5,15,49.5,15,49.5,15,24.65487,112.1813,77.6,24,6,240,Amarillo,8,5,1,33,,5,n/a,0.2,0.2
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,1,16,1,6,,13,n/a,1.4,1.4
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,2,15,1,7,,12,n/a,1.3,1.3
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,3,10,1,19,,8,n/a,0.6,0.6
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,4,19,1,19,,15,n/a,2,2
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,5,18,1,22,,14,n/a,1.8,1.8
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,6,8,1,23,,7,n/a,0.4,0.4
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,7,18,1,31,,14,n/a,1.8,1.8
PUBL-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,10:01,10:34,0:33,2,1,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",2,60.06,18.2,56.43,17.1,60.06,18.2,58.25,17.65,24.65252,112.185,77.6,24,6,-,Amarillo,0,0,0,0,,1,n/a,0,0
ELPR-081012-ERA-1-1-MAM,Erasmo Rochin,10/8/12,2012,11:39,12:33,0:54,2,2,1,1,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",2,13.2,4,19.8,6,19.8,6,16.5,5,24.66118,112.16282,77.6,24,-,-,Amarillo,0,0,0,0,,1,n/a,0,0
ELPR-081012-CB-2-2-MAM,Charles Boch,10/8/12,2012,11:43,12:43,1:00,2,2,2,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",2,36.3,11,33,10,36.3,11,34.65,10.5,24.66331,112.17284,77.6,24,5,180,Amarillo,0,0,0,0,,1,n/a,0,0
ELPR-081012-ER-3-3-MAM,Ernesto Romero,10/8/12,2012,11:00,11:45,0:45,2,2,3,3,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",2,16.83,5.1,33.66,10.2,33.66,10.2,25.25,7.65,24.75997,112.17328,77.6,24,5,180,Amarillo,0,0,0,0,,1,n/a,0,0
GA-091012-ERA-1-1-MAM,Erasmo Rochin,10/9/12,2012,9:18,9:50,0:32,2,1,1,1,Garropas,"Garropas, Isla Magdalena, Baja California Sur",2,39.6,12,52.8,16,52.8,16,46.2,14,24.66104,112.18169,78.6,25,9,180,Amarillo,0,0,0,0,,1,n/a,0,0
GA-091012-CB-2-2-MAM,Charles Boch,10/9/12,2012,9:15,9:55,0:40,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",2,56.1,17,52.8,16,56.1,17,54.45,16.5,24.65883,112.18228,78.6,25,7,180,Amarillo,1,15,1,5,,12,n/a,1.3,1.3
