codigo,observador,fecha,año,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (°F),temperatura (°C),visibilidad (m),especie,abundancia,Distancia,Direccion,Comentarios
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Langosta roja,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Caracol chino,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-NV-2-1-DI,Norberto Velez,11/26/10,2010,12:13,12:17,0:04,2,2,1,1,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,44.88,13.6,39.93,12.1,44.88,13.6,42.41,12.85,24.6513,-112.17654,n/d,n/d,n/d,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Langosta roja,1,n/a,120,
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Langosta roja,1,n/a,120,
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Langosta roja,1,n/a,120,
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Caracol chino,1,n/a,120,
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Erizo punta de lapiz,1,n/a,120,
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-RR-2-2-DI,Raul Romero,11/26/10,2010,12:12,12:23,0:11,2,2,2,2,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,39.6,12,42.9,13,42.9,13,41.25,12.5,24.6513,-112.17654,n/d,n/d,6,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Pepino café,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Caracol chino,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Caracol chino,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Caracol chino,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
IMPUSO-261110-AR-2-3-DI,Alfonso Romero,11/26/10,2010,12:00,12:13,0:13,2,2,3,3,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,36.3,11,33,10,36.3,11,34.65,10.5,24.6513,-112.17654,n/d,n/d,5,Erizo punta de lapiz,1,n/a,120
