codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,talla,categoria,presence,Sexo,Comentarios
ELABPR-101114-NV-1-1-DP,Norberto Velez,11/10/14,2014,2:40,2:48,0:08,2,1,1,1,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.87,13.9,47.19,14.3,47.19,14.3,46.53,14.1,24.66169,-112.18153,77,25,9,310,Mariposa Mu–eca,8,n/a,1,n/a,
ELABPR-101114-NV-1-1-DP,Norberto Velez,11/10/14,2014,2:40,2:48,0:08,2,1,1,1,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.87,13.9,47.19,14.3,47.19,14.3,46.53,14.1,24.66169,-112.18153,77,25,9,310,Mueluda,20,n/a,1,n/a,
ELABPR-101114-NV-1-1-DP,Norberto Velez,11/10/14,2014,2:40,2:48,0:08,2,1,1,1,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.87,13.9,47.19,14.3,47.19,14.3,46.53,14.1,24.66169,-112.18153,77,25,9,310,Mueluda,20,n/a,1,n/a,
ELABPR-101114-NV-1-1DP,Norberto Velez,11/10/14,2014,2:40,2:48,0:08,2,1,1,1,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.87,13.9,47.19,14.3,47.19,14.3,46.53,14.1,24.66169,-112.18153,77,25,9,310,Naranjito,30,n/d,1,n/d,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Mueluda,15,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Mueluda,15,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Mueluda,15,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Mueluda,15,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Mueluda,15,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Mueluda,15,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Naranjito,20,n/d,1,n/d,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Naranjito,10,n/d,1,n/d,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Naranjito,30,n/d,1,n/d,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Cabrilla Pinta,20,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Curricata,20,n/a,1,n/a,
PUBLEP-101114-NV-1-11-DP,Norberto Velez,11/10/14,2014,4:05,4:11,0:06,2,1,11,11,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,25.74,7.8,35.64,10.8,35.64,10.8,30.69,9.3,24.65971,-112.17742,77,25,9,310,Mariposa Barbera,10,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Cotorro Diente Flojo,20,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Cotorro Diente Flojo,30,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Cotorro Diente Flojo,15,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Mariposa Mu–eca,15,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Mariposa Mu–eca,15,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Mariposa Mu–eca,20,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Mariposa Mu–eca,20,n/a,1,n/a
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Naranjito,30,A,1,n/d
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Naranjito,20,A,1,n/d
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Naranjito,20,A,1,n/d
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Angel de Cortez,40,n/d,1,n/d
ELABPR-101114-CA-2-2-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Vieja,50,n/d,1,macho
PUBLEP-101114-CA-12-12-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,39.6,12,35.64,10.8,39.6,12,37.62,11.4,24.66169,-112.18153,77,25,9,130,Naranjito,10,J,1,n/d
PUBLEP-101114-CA-12-12-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,29.7,9,35.64,10.8,35.64,10.8,32.67,9.9,24.66169,-112.18153,77,25,9,130,Naranjito,30,n/d,1,n/d
PUBLEP-101114-CA-12-12-DP,Christian Alducin,11/10/14,2014,2:43,2:57,0:14,2,1,2,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,29.7,9,35.64,10.8,35.64,10.8,32.67,9.9,24.66169,-112.18153,77,25,9,130,Naranjito,20,n/d,1,n/d
