codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,IS,IM,P,Total sustrato,Total relieve,Total Cobertura,Observaciones
ELABO-081011-RR-1-1-PCU,Roguer Romero,10/8/11,2011,10:00,10:13,0:13,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.77375,112.1058,,,,0,0,0,30,0,25,5,0,0,0,10,0,0,9,0,11,0,0,0,30,30,30,
ELABO-081011-RR-1-2-PCU,Roguer Romero,10/8/11,2011,11:08,11:26,0:18,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.52453,112.1062,,,,5,0,0,25,0,28,2,0,0,2,0,6,0,11,0,6,0,0,5,30,30,30,
ELABO-081011-GH-1-3-PCU,Gustavo Hinojosa,10/8/11,2011,11:42,11:48,0:06,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.57453,112.1062,,,,3,0,0,27,0,13,17,0,0,6,4,0,0,14,0,2,0,0,4,30,30,30,
ELABO-081011-GH-1-4-PCU,Gustavo Hinojosa,10/8/11,2011,10:22,10:33,0:11,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.77375,112.1058,,,,3,1,0,26,0,14,16,0,0,3,4,0,0,15,0,3,1,0,4,30,30,30,
ELABO-081011-OR-1-5-PCU,Omar Rangel,10/8/11,2011,9:47,9:58,0:11,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.57407,111.10378,,,,0,0,0,30,0,0,30,0,0,2,8,0,0,11,0,7,2,0,0,30,30,30,
ELABO-081011-OR-1-6-PCU,Omar Rangel,10/8/11,2011,10:56,11:11,0:15,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.57419,112.10616,,,,0,1,0,29,0,5,25,0,0,0,10,0,0,15,0,4,1,0,0,30,30,30,
ELABO-081011-AR-1-7-PCU,Alfonso Romero,10/8/11,2011,9:49,9:55,0:06,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.57407,111.10578,,,,0,0,0,30,0,30,0,0,0,13,0,2,0,6,0,9,0,0,0,30,30,30,
ELABO-081011-AR-1-8-PCU,Alfonso Romero,10/8/11,2011,11:13,11:22,0:09,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.57419,112.10616,,,,2,0,2,26,0,27,3,0,0,10,0,1,0,15,0,0,0,0,4,30,30,30,
ELABO-081011-CR-1-9-PCU,Cipriano Romero,10/8/11,2011,10:10,10:20,0:10,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.57407,111.10578,,,,3,0,0,27,0,25,2,3,0,3,12,4,0,1,0,9,1,0,0,30,30,30,
ELABO-081011-CR-1-10-PCU,Cipriano Romero,10/8/11,2011,11:28,11:35,0:07,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.57419,112.10616,,,,7,0,0,23,0,24,6,0,0,7,3,6,0,0,0,14,0,0,0,30,30,30,
LOCAB-131011-OR-1-1-PCU,Omar Rangel,10/13/11,2011,9:03,9:11,0:08,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55755,112.10275,,,,0,5,6,19,0,0,21,6,3,0,2,0,0,22,0,6,0,0,0,30,30,30,
ELABO-131011-OR-1-11-PCU,Omar Rangel,10/13/11,2011,10:16,10:25,0:09,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.56984,112.1047,,,,0,0,0,30,0,5,25,0,0,4,14,0,0,0,0,12,0,0,0,30,30,30,
LOCAB-131011-RR-1-2-PCU,Raul Romero,10/13/11,2011,9:03,9:12,0:09,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55755,112.10275,,,,0,1,0,29,0,0,26,4,0,0,2,0,0,1,23,4,0,0,0,30,30,30,Corresponde a LOCAB-131011-OR-1-1-INV
ELABO-131011-RR-1-12-PCU,Raul Romero,10/13/11,2011,10:12,10:21,0:09,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.56984,112.1047,,,,0,0,0,30,0,6,24,0,0,0,11,0,0,8,0,11,0,0,0,30,30,30,
LOCAB-131011-AR-1-3-PCU,Alfonso Romero,10/13/11,2011,8:58,9:05,0:07,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55755,112.10275,,,,0,0,0,30,0,0,3,24,3,0,0,0,0,28,0,0,2,0,0,30,30,30,
ELABO-131011-AR-1-13-PCU,Alfonso Romero,10/13/11,2011,10:13,10:21,0:08,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.56984,112.1047,,,,0,0,0,30,0,30,0,0,0,16,0,3,0,4,0,7,0,0,0,30,30,30
ELABO-131011-NV-1-14-PCU,Norberto Velez,10/13/11,2011,10:23,10:34,0:11,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.56898,112.10366,,,,0,0,0,30,0,30,0,0,0,10,2,0,0,6,0,8,4,0,0,30,30,30
LOCAB-131011-CR-1-4-PCU,Cipriano Romero,10/13/11,2011,9:16,9:24,0:08,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55755,112.10275,,,,7,2,12,9,0,3,27,0,0,6,0,0,0,10,0,8,2,0,4,30,30,30
ELABO-131011-CR-1-15-PCU,Cipriano Romero,10/13/11,2011,10:37,10:45,0:08,,,,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.56984,112.1047,,,,0,0,0,30,0,30,0,0,0,0,5,0,2,7,0,9,7,0,0,30,30,30
LOCAB-101011-CR-1-5-PCU,Cipriano Romero,10/10/11,2011,9:05,9:20,0:15,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55767,112.10819,,,,0,0,5,25,0,0,21,9,0,0,2,1,0,7,0,8,12,0,0,30,30,30
LOCAB-101011-AR-1-6-PCU,Alfonso Romero,10/10/11,2011,8:51,9:00,0:09,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55767,112.10419,,,,0,0,0,30,0,0,30,0,0,2,0,0,0,24,0,2,2,0,0,30,30,30
LOCAB-101011-NV-1-7-PCU,Norberto Velez,10/10/11,2011,8:54,9:08,0:14,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55773,112.10432,,,,1,1,4,24,0,5,25,0,0,2,1,0,2,12,4,7,2,0,0,30,30,30
LOCAB-101011-NV-1-8-PCU,Norberto Velez,10/10/11,2011,10:13,10:23,0:10,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55495,112.10291,,,,13,0,0,17,0,13,17,0,0,13,0,2,4,7,0,0,4,0,0,30,30,30
LOCAB-101011-GH-1-9-PCU,Gustavo Hinojosa,10/10/11,2011,9:28,9:36,0:08,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55773,112.10432,,,,1,2,7,20,0,0,29,1,0,2,3,0,3,13,1,5,2,1,0,30,30,30
LOCAB-101011-GH-1-10-PCU,Gustavo Hinojosa,10/10/11,2011,10:42,10:51,0:09,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55495,112.10291,,,,10,0,11,9,0,0,30,0,0,9,4,1,4,7,0,2,3,0,0,30,30,30
LOCAB-131011-RR-1-11-PCU,Roguer Romero,10/13/11,2011,9:05,9:14,0:09,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.55747,112.10271,,,,0,0,0,30,0,11,16,3,0,0,4,0,0,16,0,2,2,0,6,30,30,30
LOCAB-131011-RR-1-12-PCU,Roguer Romero,10/13/11,2011,10:23,10:32,0:09,,,,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",,,,,,,,,,24.56898,112.10366,,,,0,0,0,30,0,30,0,0,0,0,4,0,0,7,0,13,6,0,0,30,30,30
PUBLA-161011-NV-1-1-PCU,Norberto Velez,10/16/11,2011,9:14,9:23,0:09,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65892,112.17791,,,,0,11,1,18,0,10,20,0,0,11,0,0,1,14,3,1,0,0,0,30,30,30
PUBLA-161011-NV-1-2-PCU,Norberto Velez,10/16/11,2011,10:20,10:31,0:11,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.-----,112.-----,,,,0,0,0,30,0,3,22,2,3,1,1,0,4,5,15,3,1,0,0,30,30,30
PUBLA-161011-GH-1-3-PCU,Gustavo Hinojosa,10/16/11,2011,9:42,9:46,0:04,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65892,112.17791,,,,4,5,4,17,0,0,26,4,0,3,2,0,0,22,0,2,0,0,1,30,30,30
PUBLA-161011-GH-1-4-PCU,Gustavo Hinojosa,10/16/11,2011,10:52,10:57,0:05,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65885,112.17542,,,,0,0,2,28,0,0,26,4,0,0,2,0,0,5,11,6,0,6,0,30,30,30
