codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,Busqueda,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),Prof X  (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,Parche,talla,Abundancia,Tiempo,Tipo de Censo,CORRECCION DE TALLAS (cm),PESO (gr),FECUNDIDAD (millones de huevos),FECUNDIDAD CORREGIDA (inmaduros=0),Condici—n
PUBLGA-101114-RR-1-1-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,1,1,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,1,18,1,23,,14,n/a,1.8,1.8,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,1,15,1,15,,12,n/a,1.3,1.3,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,2,10,1,16,,8,n/a,0.6,0.6,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,3,14,1,19,,11,n/a,1.1,1.1,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,3,17,1,19,,13,n/a,1.6,1.6,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,4,15,1,23,,12,n/a,1.3,1.3,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,4,18,1,23,,14,n/a,1.8,1.8,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,2:00,2:32,0:32,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.21,13.7,47.19,14.3,47.19,14,46.2,14,24.66257,-112.18263,78.6,25,15,0,Amarillo,4,20,1,23,,15,n/a,2.3,2.3,
PUBLEP-101114-ER-4-4-MAM,Ernesto Romero,11/11/14,2014,1:00,1:35,0:35,2,2,4,4,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,18.81,5.7,17.82,5.4,18.81,5.6,18.32,5.55,24.66208,-112.17169,78.6,25,6,-,Amarillo,0,0,0,35,,1,n/a,0,0,
PUBLGA-101114-ER-3-3-MAM,Ernesto Romero,11/11/14,2014,13:00,13:43,0:43,2,2,3,3,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,47.85,14.5,34.32,10.4,47.85,12.5,41.09,12.45,24.66331,-112.17284,78.6,25,9,-,Amarillo,0,0,0,43,,1,n/a,0,0,
PUBLGA-101114-RR-2-2-MAM,Roguer Romero,11/10/14,2014,12:00,12:28,0:28,2,1,2,2,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,50.82,15.4,51.81,15.7,51.81,15.6,51.32,15.55,24.66257,-112.18263,78.6,25,15,-,Amarillo,1,18,1,23,,14,n/a,1.8,1.8,
PUBLEP-101114-ER-2-2-MAM,Ernesto Romero,11/11/14,2014,1:00,1:35,0:35,2,2,2,2,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,18.81,5.7,17.82,5.4,18.81,5.6,18.32,5.55,24.66208,-112.17169,78.6,25,6,-,Amarillo,0,0,0,35,,1,n/a,0,0,
PUBLGA-101114-ER-3-3-MAM,Ernesto Romero,11/11/14,2014,13:00,13:43,0:43,2,2,3,3,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,47.85,14.5,34.32,10.4,47.85,12.5,41.09,12.45,24.66331,-112.17284,78.6,25,9,-,Amarillo,0,0,0,43,,1,n/a,0,0,
PUBLEP-101114-ER-5-5-MAM,Ernesto Romero,11/10/14,2014,13:00,13:43,0:43,2,1,5,5,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",1,29.7,9,29.7,9,29.7,9,29.7,9,24.65971,-112.17742,78.6,25,10,-,Amarillo,0,0,0,43,,1,n/a,0,0,
PUBLGA-101114-ER-6-6-MAM,Ernesto Romero,11/10/14,2014,12:00,12:37,0:37,2,1,6,6,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,51.48,15.6,39.93,12.1,51.48,13.9,45.71,13.85,24.68169,-112.18153,78.6,25,10,-,Amarillo,1,18,1,30,,14,n/a,1.8,1.8,
PUBLSO-111114-RR-1-1-MAM,Roguer Romero,11/11/14,2014,14:55,15:33,0:38,2,1,1,1,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,28.71,8.7,20.2,6.1,28.71,7.4,24.45,7.41,24.6523,-112.17632,78.6,25,10,0,Amarillo,0,0,0,38,,1,n/a,0,0
PUBLSO-111114-RR-2-2-MAM,Roguer Romero,11/11/14,2014,15:58,16:40,0:42,2,1,2,2,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,23.43,7.1,19.47,5.9,23.43,6.5,21.45,6.5,24.65312,-112.17603,78.6,25,10,0,Amarillo,0,0,0,42,,1,n/a,0,0
PUBLPR-121114-ER-3-3-MAM,Ernesto Romero,11/12/14,2014,12:02,12:30,0:28,2,2,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.44,16.8,55.44,16.8,55.44,16.8,55.44,16.8,24.65312,-112.18056,78.6,25,6,180,Amarillo,1,17,1,4,,13,n/a,1.6,1.6
PUBLPR-121114-ER-3-3-MAM,Ernesto Romero,11/12/14,2014,12:02,12:30,0:28,2,2,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.44,16.8,55.44,16.8,55.44,16.8,55.44,16.8,24.65312,-112.18056,78.6,25,6,180,Amarillo,2,15,1,5,,12,n/a,1.3,1.3
PUBLPR-121114-ER-3-3-MAM,Ernesto Romero,11/12/14,2014,12:02,12:30,0:28,2,2,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.44,16.8,55.44,16.8,55.44,16.8,55.44,16.8,24.65312,-112.18056,78.6,25,6,180,Amarillo,3,13,1,16,,10,n/a,1,1
PUBLPR-121114-ER-3-3-MAM,Ernesto Romero,11/12/14,2014,12:02,12:30,0:28,2,2,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.44,16.8,55.44,16.8,55.44,16.8,55.44,16.8,24.65312,-112.18056,78.6,25,6,180,Amarillo,4,19,1,17,,15,n/a,2,2
PUBLPR-121114-ER-3-3-MAM,Ernesto Romero,11/12/14,2014,12:02,12:30,0:28,2,2,3,3,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.44,16.8,55.44,16.8,55.44,16.8,55.44,16.8,24.65312,-112.18056,78.6,25,6,180,Amarillo,5,17,1,25,,13,n/a,1.6,1.6
PUBLPR-121114-ER-4-4-MAM,Ernesto Romero,11/12/14,2014,12:01,12:27,0:26,2,2,4,4,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,60.72,18.4,57.42,17.4,60.72,17.9,59.07,17.9,24.65209,-112.18101,78.6,25,7,180,Amarillo,1,8,1,12,,7,n/a,0.4,0.4
PUBLPR-121114-ER-4-4-MAM,Ernesto Romero,11/12/14,2014,12:01,12:27,0:26,2,2,4,4,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,60.72,18.4,57.42,17.4,60.72,17.9,59.07,17.9,24.65209,-112.18101,78.6,25,7,180,Amarillo,2,14,1,18,,11,n/a,1.1,1.1
PUBLPR-121114-RR-5-5-MAM,Roguer Romero,11/12/14,2014,12:59,13:31,0:32,2,2,5,5,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,61.38,18.6,57.75,17.5,61.38,18.05,59.57,18.05,24.65206,-112.18229,78.6,25,10,0,Amarillo,1,18,1,6,,14,n/a,1.8,1.8
PUBLPR-121114-RR-5-5-MAM,Roguer Romero,11/12/14,2014,12:59,13:31,0:32,2,2,5,5,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,61.38,18.6,57.75,17.5,61.38,18.05,59.57,18.05,24.65206,-112.18229,78.6,25,10,0,Amarillo,2,20,1,9,,15,n/a,2.3,2.3
PUBLPR-121114-RR-5-5-MAM,Roguer Romero,11/12/14,2014,12:59,13:31,0:32,2,2,5,5,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,61.38,18.6,57.75,17.5,61.38,18.05,59.57,18.05,24.65206,-112.18229,78.6,25,10,0,Amarillo,3,18,1,11,,14,n/a,1.8,1.8
PUBLPR-121114-RR-5-5-MAM,Roguer Romero,11/12/14,2014,12:59,13:31,0:32,2,2,5,5,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,61.38,18.6,57.75,17.5,61.38,18.05,59.57,18.05,24.65206,-112.18229,78.6,25,10,0,Amarillo,4,16,1,13,,13,n/a,1.4,1.4
PUBLPR-121114-RR-5-5-MAM,Roguer Romero,11/12/14,2014,12:59,13:31,0:32,2,2,5,5,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,61.38,18.6,57.75,17.5,61.38,18.05,59.57,18.05,24.65206,-112.18229,78.6,25,10,0,Amarillo,5,14,1,14,,11,n/a,1.1,1.1
PUBLPR-121114-RR-5-5-MAM,Roguer Romero,11/12/14,2014,12:59,13:31,0:32,2,2,5,5,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,61.38,18.6,57.75,17.5,61.38,18.05,59.57,18.05,24.65206,-112.18229,78.6,25,10,0,Amarillo,6,15,1,15,,12,n/a,1.3,1.3
