codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,abundancia,# guias,Distancia,EXTRAPOLACION,Extrapolaci—n de las guias,Observaciones
INREBA-280714-UY-1-1-AL,Ulises Yepiz,7/28/14,2014,11:28,11:31,0:03,2,1,1,1,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.19,14.3,48.84,14.8,48.84,14.8,48.015,14.55,27.25753,-115.11524,68.0,20.0,6,300,Sargazo gigante,1,25,,,,
INREBA-280714-UY-1-1-AL,Ulises Yepiz,7/28/14,2014,11:28,11:31,0:03,2,1,1,1,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.19,14.3,48.84,14.8,48.84,14.8,48.015,14.55,27.25753,-115.11524,68.0,20.0,6,300,Sargazo gigante,1,5,,,,
INREBA-280714-UY-1-1-AL,Ulises Yepiz,7/28/14,2014,11:28,11:31,0:03,2,1,1,1,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.19,14.3,48.84,14.8,48.84,14.8,48.015,14.55,27.25753,-115.11524,68.0,20.0,6,300,Sargazo gigante,1,31,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,21,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,6,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,60,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,70,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,20,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,23,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,8,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,21,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,4,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,28,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,19,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,30,,,,
INREBA-280714-EA-1-2-AL,Esmeralda Alba–ez,7/28/14,2014,11:01,11:10,0:09,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.52,14.4,50.49,15.3,50.49,15.3,49.005,14.85,27.51753,-115.11524,68.0,20,6.0,120,Sargazo gigante,1,30,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Coliflor,3,,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,32,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,22,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,30,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,6,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,3,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,30,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,3,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,17,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,13,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,3,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,25,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,20,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,7,,,
INREBA-280714-AH-1-3-AL,Arturo Hernandez,7/28/14,2014,10:47,10:55,0:08,2,1,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.53,14.1,47.85,14.5,47.85,14.5,47.19,14.3,27.85729,-115.18707,68.0,20.0,7,300,Sargazo gigante,1,10,,,
