codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,Busqueda,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),Prof X  (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,Parche,talla,Abundancia,Tiempo,Tipo de Censo,CORRECCION DE TALLAS (cm),PESO (gr),FECUNDIDAD (millones de huevos),FECUNDIDAD CORREGIDA (inmaduros=0),Condici—n
INPUPI-310713-RV-1-1-AB,Roberto Vazquez,7/31/13,2013,10:30,10:59,0:29,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,60.7,18.4,60.7,18.4,60.7,18.4,60.7,18.4,27.89072,-115.18818,57.2,14,10,330,Amarillo,1,17,1,11,,13,n/a,1.6,1.6,
INPUPI-310713-RV-1-1-AB,Roberto Vazquez,7/31/13,2013,10:30,10:59,0:29,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,60.7,18.4,60.7,18.4,60.7,18.4,60.7,18.4,27.89072,-115.18818,57.2,14,10,330,Amarillo,2,20,1,14,,15,n/a,2.3,2.3,
INPUPI-310713-RV-1-1-AB,Roberto Vazquez,7/31/13,2013,10:30,10:59,0:29,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,60.7,18.4,60.7,18.4,60.7,18.4,60.7,18.4,27.89072,-115.18818,57.2,14,10,330,Amarillo,3,14,1,21,,11,n/a,1.1,1.1,
INPUPI-310713-RV-1-1-AB,Roberto Vazquez,7/31/13,2013,10:30,10:59,0:29,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,60.7,18.4,60.7,18.4,60.7,18.4,60.7,18.4,27.89072,-115.18818,57.2,14,10,330,Amarillo,3,17,1,21,,13,n/a,1.6,1.6,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,1,19,1,6,,15,n/a,2,2,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,2,14,1,8,,11,n/a,1.1,1.1,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,2,20,1,8,,15,n/a,2.3,2.3,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,3,23,1,12,,17,n/a,3,3,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,4,18,1,13,,14,n/a,1.8,1.8,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,5,13,1,21,,10,n/a,1,1,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,5,22,1,21,,17,n/a,2.7,2.7,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,6,14,1,22,,11,n/a,1.1,1.1,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,7,14,1,24,,11,n/a,1.1,1.1,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,8,22,1,25,,17,n/a,2.7,2.7,
INPUPI-310713-RV-2-2-AB,Roberto Vazquez,7/31/13,2013,11:55,12:31,0:36,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.3,11.9,37.3,11.3,39.3,11.9,38.3,11.6,27.88028,-115.19211,66.2,19,7,120,Amarillo,9,23,1,30,,17,n/a,3,3,
INPUPI-310713-JF-1-3-AB,Jesus Flores,7/31/13,2013,10:01,10:24,0:23,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,52.8,16,56.1,17,54.5,16.5,27.89102,-115.18842,71.6,22,7,90,Amarillo,1,18,1,8,,14,n/a,1.8,1.8
INPUPI-310713-JF-1-3-AB,Jesus Flores,7/31/13,2013,10:01,10:24,0:23,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,52.8,16,56.1,17,54.5,16.5,27.89102,-115.18842,71.6,22,7,90,Amarillo,2,16,1,12,,13,n/a,1.4,1.4
INPUPI-310713-JF-1-3-AB,Jesus Flores,7/31/13,2013,10:01,10:24,0:23,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,52.8,16,56.1,17,54.5,16.5,27.89102,-115.18842,71.6,22,7,90,Amarillo,3,20,1,14,,15,n/a,2.3,2.3
INPUPI-310713-JF-1-3-AB,Jesus Flores,7/31/13,2013,10:01,10:24,0:23,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.1,17,52.8,16,56.1,17,54.5,16.5,27.89102,-115.18842,71.6,22,7,90,Amarillo,4,14,1,20,,11,n/a,1.1,1.1
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33.3,10.1,20.5,6.2,33.3,10.1,26.9,8.2,27.88756,-115.19189,66.2,19,6,120,Amarillo,1,15,1,3,,12,n/a,1.3,1.3
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33.3,10.1,20.5,6.2,33.3,10.1,26.9,8.2,27.88756,-115.19189,66.2,19,6,120,Amarillo,2,18,1,7,,14,n/a,1.8,1.8
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33.3,10.1,20.5,6.2,33.3,10.1,26.9,8.2,27.88756,-115.19189,66.2,19,6,120,Amarillo,3,16,1,9,,13,n/a,1.4,1.4
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33.3,10.1,20.5,6.2,33.3,10.1,26.9,8.2,27.88756,-115.19189,66.2,19,6,120,Amarillo,4,20,1,23,,15,n/a,2.3,2.3
INPUPI-310713-JF-2-4-AB,Jesus Flores,7/31/13,2013,11:01,11:50,0:49,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33.3,10.1,20.5,6.2,33.3,10.1,26.9,8.2,27.88756,-115.19189,66.2,19,6,120,Amarillo,5,14,1,39,,11,n/a,1.1,1.1
INPUPI-310713-CB-1-5-AB,Charly Boch,7/31/13,2013,10:15,10:45,0:30,2,1,5,5,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33,10,26.4,8,33,10,29.7,9,27.88756,-115.19189,62.6,17,4,180,Amarillo,1,11,1,20,,9,n/a,0.7,0.7
INPUPI-310713-CB-1-5-AB,Charly Boch,7/31/13,2013,10:15,10:45,0:30,2,1,5,5,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33,10,26.4,8,33,10,29.7,9,27.88756,-115.19189,62.6,17,4,180,Amarillo,1,17,1,20,,13,n/a,1.6,1.6
INPUPI-310713-CB-1-5-AB,Charly Boch,7/31/13,2013,11:15,11:45,0:30,2,2,5,5,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,36.3,11,29.7,9,36.3,11,33,10,27.88756,-115.19189,64.4,18,5,180,Amarillo,2,22,1,30,,17,n/a,2.7,2.7
INPUPI-310713-CB-2-6-AB,Charly Boch,7/31/13,2013,12:12,12:35,0:23,2,2,6,6,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,36.3,11,29.7,9,36.3,11,33,10,27.89102,-115.18842,64.4,18,5,55,Amarillo,1,15,1,7,,12,n/a,1.3,1.3
INPUPI-310713-CB-2-6-AB,Charly Boch,7/31/13,2013,12:12,12:35,0:23,2,2,6,6,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.6,12,33,10,39.6,12,36.3,11,27.89102,-115.18842,66.2,19,6,55,Amarillo,2,17,1,10,,13,n/a,1.6,1.6
INPUPI-010813-CB-3-7-AB,Charly Boch,8/1/13,2013,9:51,10:21,0:30,2,3,7,7,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,23.1,7,19.8,6,23.1,7,21.5,6.5,27.8879,-115.1925,66.2,19,8,110,Amarillo,n/a,0,0,0,,1,n/a,0,0
INPUPI-010813-CB-4-8-AB,Charly Boch,8/1/13,2013,11:18,11:48,0:30,2,4,8,8,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,13.2,4,13.2,4,13.2,4,13.2,4,27.88686,-115.19528,66.2,19,3,290,Amarillo,n/a,0,0,0,,1,n/a,0,0
INLAGU-010813-RV-3-1-AB,Roberto Vazquez,8/1/13,2013,10:00,10:34,0:34,2,3,1,1,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,64.4,19.5,66.3,20.1,66.3,20.1,65.3,19.8,27.8855,-115.1685,64.4,18,12,120,Amarillo,1,20,1,21,,15,n/a,2.3,2.3
