codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,abundancia,# guias,Distancia,EXTRAPOLACION,Extrapolaci—n de las guias,Observaciones
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,coliflor,5,,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,sargazo gigante,1,4,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,sargazo gigante,1,3,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,sargazo gigante,1,7,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,sargazo gigante,1,15,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,sargazo gigante,1,11,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,sargazo gigante,1,15,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,sargazo gigante,1,10,,,,
INPUPI-310713-EL-1-1-AL,Elba Lopez,7/31/13,2013,11:01,11:15,0:14,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,38.94,11.8,38.94,11.8,38.115,11.55,27.88845,-115.19221,66.2,19,6,330,Sargassum muticum,1,,,,,
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,coliflor,13,,,,,
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,4,,,,
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,2,,,,
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,6,,,,
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,8,,,,
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,4,,,,
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,8
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,8
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,2
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,16
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,15
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,12
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,16
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,16
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,14
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,10
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,10
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,7
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,10
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,8
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,14
INPUPI-310713-EL-2-2-AL,Elba Lopez,7/31/13,2013,1:37,1:47,0:10,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,30.69,9.3,37.29,11.3,37.29,11.3,33.99,10.3,27.88853,-115.19287,68,20,6,300,sargazo gigante,1,14
